time,id,ip,topic,attack
51908,00000000000000000000,85.85.85.85,t11,1
52009,11111111111111111111,170.170.170.170,t11,1
52018,22222222222222222222,0.0.0.0,t11,1
52077,33333333333333333333,85.85.85.85,t11,1
52123,44444444444444444444,170.170.170.170,t11,1
52420,55555555555555555555,0.0.0.0,t11,1
52426,66666666666666666666,85.85.85.85,t11,1
52479,77777777777777777777,170.170.170.170,t11,1
52533,88888888888888888888,0.0.0.0,t11,1
52586,106884457573414513165284681834896412705818409390302682015202071172331296279739,108.48.26.5,t19,0
52663,00000000000000000000,170.170.170.170,t11,1
52686,11111111111111111111,0.0.0.0,t11,1
52721,22222222222222222222,85.85.85.85,t11,1
52784,33333333333333333333,170.170.170.170,t11,1
52973,107470266416050816655370078301799630990303723875437117407378745328187194261187,135.181.136.250,t1,0
53084,55555555555555555555,85.85.85.85,t11,1
53117,66666666666666666666,170.170.170.170,t11,1
53199,77777777777777777777,0.0.0.0,t11,1
53315,88888888888888888888,85.85.85.85,t11,1
53474,99999999999999999999,170.170.170.170,t11,1
53533,00000000000000000000,0.0.0.0,t11,1
53584,11111111111111111111,85.85.85.85,t11,1
53730,22222222222222222222,170.170.170.170,t11,1
53786,33333333333333333333,0.0.0.0,t11,1
53815,44444444444444444444,85.85.85.85,t11,1
53875,55555555555555555555,170.170.170.170,t11,1
54152,66666666666666666666,0.0.0.0,t11,1
54167,77777777777777777777,85.85.85.85,t11,1
54229,88888888888888888888,170.170.170.170,t11,1
54331,99999999999999999999,0.0.0.0,t11,1
54397,00000000000000000000,85.85.85.85,t11,1
54419,11111111111111111111,170.170.170.170,t11,1
54420,22222222222222222222,0.0.0.0,t11,1
54540,33333333333333333333,85.85.85.85,t11,1
54565,52894030318186997273435187501765577214006514416671065160382877058539852125667,62.36.30.20,t92,0
54573,58886415424428429499690289588598957529013628085173064756845177618781701203036,71.58.39.109,t10,0
54636,66666666666666666666,85.85.85.85,t11,1
54783,77777777777777777777,170.170.170.170,t11,1
54882,88888888888888888888,0.0.0.0,t11,1
54927,108633243422077054146534384393603148655711242011540535498902032259359576842190,136.144.249.178,t2,0
54960,00000000000000000000,170.170.170.170,t11,1
55083,11111111111111111111,0.0.0.0,t11,1
55097,105237491809168846598861145790992475218339973703782060627637835556154250839461,167.99.79.40,t1,0
55147,33333333333333333333,170.170.170.170,t11,1
55289,44444444444444444444,0.0.0.0,t11,1
55316,55555555555555555555,85.85.85.85,t11,1
55459,66666666666666666666,170.170.170.170,t11,1
55492,77777777777777777777,0.0.0.0,t11,1
55906,88888888888888888888,85.85.85.85,t11,1
55919,99999999999999999999,170.170.170.170,t11,1
56134,00000000000000000000,0.0.0.0,t11,1
56138,11111111111111111111,85.85.85.85,t11,1
56168,22222222222222222222,170.170.170.170,t11,1
56231,2585297641972916802558670204075276260468770702508607789045872534384795941407,40.91.195.155,t1,0
56242,44444444444444444444,85.85.85.85,t11,1
56293,55555555555555555555,170.170.170.170,t11,1
56304,66666666666666666666,0.0.0.0,t11,1
56333,77777777777777777777,85.85.85.85,t11,1
56366,88888888888888888888,170.170.170.170,t11,1
56507,99999999999999999999,0.0.0.0,t11,1
56746,00000000000000000000,85.85.85.85,t11,1
56837,11111111111111111111,170.170.170.170,t11,1
56840,22222222222222222222,0.0.0.0,t11,1
56998,33333333333333333333,85.85.85.85,t11,1
57034,44444444444444444444,170.170.170.170,t11,1
57076,55555555555555555555,0.0.0.0,t11,1
57102,38265449473051643553740814191512571996059646649821822281079654604096421431706,144.168.47.90,t3,0
57151,77777777777777777777,170.170.170.170,t11,1
57389,75005732829100055548764375188566597755786402346791678761641181678902234412681,23.101.235.27,t1,0
57404,99999999999999999999,85.85.85.85,t11,1
57457,00000000000000000000,170.170.170.170,t11,1
57491,11111111111111111111,0.0.0.0,t11,1
57565,22222222222222222222,85.85.85.85,t11,1
57567,73475118847910753145288515648619511052724489166978393442527800680495851893844,54.39.226.181,t1,0
57650,44444444444444444444,0.0.0.0,t11,1
57726,55555555555555555555,85.85.85.85,t11,1
57779,66666666666666666666,170.170.170.170,t11,1
57879,77777777777777777777,0.0.0.0,t11,1
57931,88888888888888888888,85.85.85.85,t11,1
58082,99999999999999999999,170.170.170.170,t11,1
58237,00000000000000000000,0.0.0.0,t11,1
58272,11111111111111111111,85.85.85.85,t11,1
58318,22222222222222222222,170.170.170.170,t11,1
58417,33333333333333333333,0.0.0.0,t11,1
58434,44444444444444444444,85.85.85.85,t11,1
58554,55555555555555555555,170.170.170.170,t11,1
58554,41838149151644740793388344119222341806112211915114243322167601186210089702309,54.90.144.1,t1,0
58602,77777777777777777777,85.85.85.85,t11,1
58617,88888888888888888888,170.170.170.170,t11,1
58727,99999999999999999999,0.0.0.0,t11,1
58771,00000000000000000000,85.85.85.85,t11,1
58835,11111111111111111111,170.170.170.170,t11,1
58888,22222222222222222222,0.0.0.0,t11,1
58953,33333333333333333333,85.85.85.85,t11,1
59072,44444444444444444444,170.170.170.170,t11,1
59110,55555555555555555555,0.0.0.0,t11,1
59216,66666666666666666666,85.85.85.85,t11,1
59222,77777777777777777777,170.170.170.170,t11,1
59258,88888888888888888888,0.0.0.0,t11,1
59394,99999999999999999999,85.85.85.85,t11,1
59400,00000000000000000000,170.170.170.170,t11,1
59448,67084346939713324988744742859419632118968326312613823771974149332406835766975,13.125.194.141,t1,0
59474,19528228835140913410092540248216949965658592120719881748396242646378958914350,54.74.141.234,t2,0
59497,33333333333333333333,170.170.170.170,t11,1
59716,44444444444444444444,0.0.0.0,t11,1
59717,55555555555555555555,85.85.85.85,t11,1
59792,66666666666666666666,170.170.170.170,t11,1
59799,77777777777777777777,0.0.0.0,t11,1
60001,88888888888888888888,85.85.85.85,t11,1
60112,53807045237451573294264929860010900905023633406448608724222300603745671061774,34.241.63.236,t1,0
60117,00000000000000000000,0.0.0.0,t11,1
60227,11111111111111111111,85.85.85.85,t11,1
60228,22222222222222222222,170.170.170.170,t11,1
60232,33333333333333333333,0.0.0.0,t11,1
60329,44444444444444444444,85.85.85.85,t11,1
61135,55555555555555555555,170.170.170.170,t11,1
61342,66666666666666666666,0.0.0.0,t11,1
61462,77777777777777777777,85.85.85.85,t11,1
61466,50405542336167337969389708037844452806450937075252901564472309845527044032059,86.109.65.84,t1,0
61592,99999999999999999999,0.0.0.0,t11,1
61723,98450730806221338630316374996614587520925761428010898593799511415141617997027,157.131.140.113,t1,0
61731,11111111111111111111,170.170.170.170,t11,1
61743,22222222222222222222,0.0.0.0,t11,1
61804,33333333333333333333,85.85.85.85,t11,1
61844,44444444444444444444,170.170.170.170,t11,1
61863,55555555555555555555,0.0.0.0,t11,1
61918,66666666666666666666,85.85.85.85,t11,1
62063,61127931322354131044961471587108568892086875430930221279996451797487981827477,178.154.225.248,t1,0
62145,88888888888888888888,0.0.0.0,t11,1
62204,99999999999999999999,85.85.85.85,t11,1
62328,00000000000000000000,170.170.170.170,t11,1
62402,11111111111111111111,0.0.0.0,t11,1
62416,22222222222222222222,85.85.85.85,t11,1
62634,69665803229024611126353058820832503603434909104942864442991625358139275204940,172.96.165.50,t2,0
62657,44444444444444444444,0.0.0.0,t11,1
62813,55555555555555555555,85.85.85.85,t11,1
62862,66666666666666666666,170.170.170.170,t11,1
63027,77777777777777777777,0.0.0.0,t11,1
63076,88888888888888888888,85.85.85.85,t11,1
63101,99999999999999999999,170.170.170.170,t11,1
63123,00000000000000000000,0.0.0.0,t11,1
63222,59200332924972657750714640640187474495803410357662567288940942481609462726477,157.90.89.114,t1,0
63404,22222222222222222222,170.170.170.170,t11,1
63409,33333333333333333333,0.0.0.0,t11,1
63458,44444444444444444444,85.85.85.85,t11,1
63485,55555555555555555555,170.170.170.170,t11,1
63494,66666666666666666666,0.0.0.0,t11,1
63514,77777777777777777777,85.85.85.85,t11,1
63520,88888888888888888888,170.170.170.170,t11,1
63622,99999999999999999999,0.0.0.0,t11,1
63641,00000000000000000000,85.85.85.85,t11,1
63735,11111111111111111111,170.170.170.170,t11,1
63830,22222222222222222222,0.0.0.0,t11,1
63952,33333333333333333333,85.85.85.85,t11,1
64024,44444444444444444444,170.170.170.170,t11,1
64057,55555555555555555555,0.0.0.0,t11,1
64105,6329113615918215411878212671429469152800165357675079555885113585723753487196,47.41.199.26,t1,0
64267,77777777777777777777,170.170.170.170,t11,1
64329,88888888888888888888,0.0.0.0,t11,1
64429,99999999999999999999,85.85.85.85,t11,1
64501,00000000000000000000,170.170.170.170,t11,1
64540,4443556017094005780648923315068362824672016809505321336258848063451336428063,135.181.137.34,t1,0
64815,22222222222222222222,85.85.85.85,t11,1
65080,33333333333333333333,170.170.170.170,t11,1
65352,44444444444444444444,0.0.0.0,t11,1
65439,55555555555555555555,85.85.85.85,t11,1
65506,66666666666666666666,170.170.170.170,t11,1
65628,77777777777777777777,0.0.0.0,t11,1
65653,88888888888888888888,85.85.85.85,t11,1
65683,99999999999999999999,170.170.170.170,t11,1
65688,00000000000000000000,0.0.0.0,t11,1
65706,11111111111111111111,85.85.85.85,t11,1
65706,22222222222222222222,170.170.170.170,t11,1
65812,33333333333333333333,0.0.0.0,t11,1
65827,44444444444444444444,85.85.85.85,t11,1
65982,55555555555555555555,170.170.170.170,t11,1
66096,66666666666666666666,0.0.0.0,t11,1
66449,77777777777777777777,85.85.85.85,t11,1
66500,88888888888888888888,170.170.170.170,t11,1
66754,99999999999999999999,0.0.0.0,t11,1
66814,00000000000000000000,85.85.85.85,t11,1
66856,11111111111111111111,170.170.170.170,t11,1
66867,22222222222222222222,0.0.0.0,t11,1
67081,33333333333333333333,85.85.85.85,t11,1
67239,44444444444444444444,170.170.170.170,t11,1
67278,55555555555555555555,0.0.0.0,t11,1
67339,66666666666666666666,85.85.85.85,t11,1
67379,77777777777777777777,170.170.170.170,t11,1
67381,88888888888888888888,0.0.0.0,t11,1
67386,99999999999999999999,85.85.85.85,t11,1
67432,00000000000000000000,170.170.170.170,t11,1
67456,11111111111111111111,0.0.0.0,t11,1
67530,22222222222222222222,85.85.85.85,t11,1
67551,33333333333333333333,170.170.170.170,t11,1
67573,44444444444444444444,0.0.0.0,t11,1
67635,81389049126680364307684227096917229079264051394445311698270513278922496773993,46.4.61.113,t1,0
67685,66666666666666666666,170.170.170.170,t11,1
67722,77777777777777777777,0.0.0.0,t11,1
67919,88888888888888888888,85.85.85.85,t11,1
67948,99999999999999999999,170.170.170.170,t11,1
67990,00000000000000000000,0.0.0.0,t11,1
68115,11111111111111111111,85.85.85.85,t11,1
68120,22222222222222222222,170.170.170.170,t11,1
68392,33333333333333333333,0.0.0.0,t11,1
68399,44444444444444444444,85.85.85.85,t11,1
68461,55555555555555555555,170.170.170.170,t11,1
68590,66666666666666666666,0.0.0.0,t11,1
68595,77777777777777777777,85.85.85.85,t11,1
68760,88888888888888888888,170.170.170.170,t11,1
68965,67960929274435924017411291966474347970976399625062910318202325295557829632897,195.201.168.56,t2,0
69146,00000000000000000000,85.85.85.85,t11,1
69159,11111111111111111111,170.170.170.170,t11,1
69167,22222222222222222222,0.0.0.0,t11,1
69178,33333333333333333333,85.85.85.85,t11,1
69323,44444444444444444444,170.170.170.170,t11,1
69376,55555555555555555555,0.0.0.0,t11,1
69582,90345426687066810482187759822850653525297326278648625418829925306760654913080,185.65.135.254,t1,0
69628,77777777777777777777,170.170.170.170,t11,1
69636,88888888888888888888,0.0.0.0,t11,1
69691,99999999999999999999,85.85.85.85,t11,1
69832,00000000000000000000,170.170.170.170,t11,1
70009,11111111111111111111,0.0.0.0,t11,1
70013,22222222222222222222,85.85.85.85,t11,1
70033,33333333333333333333,170.170.170.170,t11,1
70100,44444444444444444444,0.0.0.0,t11,1
70114,55555555555555555555,85.85.85.85,t11,1
70163,85748955031996415308348148357783442900428308009510825243433437978212755911953,178.175.136.162,t2,0
70319,77777777777777777777,0.0.0.0,t11,1
70357,88888888888888888888,85.85.85.85,t11,1
70414,99999999999999999999,170.170.170.170,t11,1
70496,00000000000000000000,0.0.0.0,t11,1
70529,11111111111111111111,85.85.85.85,t11,1
70607,22222222222222222222,170.170.170.170,t11,1
70630,33333333333333333333,0.0.0.0,t11,1
70665,44444444444444444444,85.85.85.85,t11,1
70723,55555555555555555555,170.170.170.170,t11,1
70816,66666666666666666666,0.0.0.0,t11,1
70893,77777777777777777777,85.85.85.85,t11,1
70923,88888888888888888888,170.170.170.170,t11,1
70949,99999999999999999999,0.0.0.0,t11,1
70962,00000000000000000000,85.85.85.85,t11,1
71115,11111111111111111111,170.170.170.170,t11,1
71125,22222222222222222222,0.0.0.0,t11,1
71257,33333333333333333333,85.85.85.85,t11,1
71286,44444444444444444444,170.170.170.170,t11,1
71320,55555555555555555555,0.0.0.0,t11,1
71453,66666666666666666666,85.85.85.85,t11,1
71560,77777777777777777777,170.170.170.170,t11,1
71696,88888888888888888888,0.0.0.0,t11,1
71768,99999999999999999999,85.85.85.85,t11,1
71964,00000000000000000000,170.170.170.170,t11,1
71977,11111111111111111111,0.0.0.0,t11,1
72081,22222222222222222222,85.85.85.85,t11,1
72094,33333333333333333333,170.170.170.170,t11,1
72227,44444444444444444444,0.0.0.0,t11,1
72272,55555555555555555555,85.85.85.85,t11,1
72384,66666666666666666666,170.170.170.170,t11,1
72506,77777777777777777777,0.0.0.0,t11,1
72614,88888888888888888888,85.85.85.85,t11,1
72639,99999999999999999999,170.170.170.170,t11,1
72817,00000000000000000000,0.0.0.0,t11,1
72844,11111111111111111111,85.85.85.85,t11,1
72889,41391102856769364244876158751850023790907858215026149175715559146124901049049,173.212.220.23,t1,0
72917,33333333333333333333,0.0.0.0,t11,1
72944,44444444444444444444,85.85.85.85,t11,1
73043,55555555555555555555,170.170.170.170,t11,1
73077,66666666666666666666,0.0.0.0,t11,1
73096,77777777777777777777,85.85.85.85,t11,1
73262,88888888888888888888,170.170.170.170,t11,1
73342,99999999999999999999,0.0.0.0,t11,1
73382,00000000000000000000,85.85.85.85,t11,1
73470,11111111111111111111,170.170.170.170,t11,1
73472,22222222222222222222,0.0.0.0,t11,1
73486,33333333333333333333,85.85.85.85,t11,1
73537,44444444444444444444,170.170.170.170,t11,1
73909,55555555555555555555,0.0.0.0,t11,1
73980,66666666666666666666,85.85.85.85,t11,1
73988,77777777777777777777,170.170.170.170,t11,1
74011,34637204957931882684240249655722042677294878225817256599720263245727896778219,101.100.169.72,t5,0
74133,99999999999999999999,85.85.85.85,t11,1
74282,00000000000000000000,170.170.170.170,t11,1
74366,11111111111111111111,0.0.0.0,t11,1
74485,22222222222222222222,85.85.85.85,t11,1
74509,33333333333333333333,170.170.170.170,t11,1
74641,44444444444444444444,0.0.0.0,t11,1
74811,55555555555555555555,85.85.85.85,t11,1
74953,66666666666666666666,170.170.170.170,t11,1
74997,77777777777777777777,0.0.0.0,t11,1
75086,88888888888888888888,85.85.85.85,t11,1
75185,99999999999999999999,170.170.170.170,t11,1
75416,00000000000000000000,0.0.0.0,t11,1
75428,11111111111111111111,85.85.85.85,t11,1
75532,47464775715344343842085149177292787914847591979171575651140285407460552835795,34.80.249.164,t1,0
75607,33333333333333333333,0.0.0.0,t11,1
75652,44444444444444444444,85.85.85.85,t11,1
75713,55555555555555555555,170.170.170.170,t11,1
75714,66666666666666666666,0.0.0.0,t11,1
75739,77777777777777777777,85.85.85.85,t11,1
75845,88888888888888888888,170.170.170.170,t11,1
75953,99999999999999999999,0.0.0.0,t11,1
76021,00000000000000000000,85.85.85.85,t11,1
76280,86164046969673156541095736635357250390752789601513317201574419203795119176283,188.127.250.11,t1,0
76327,22222222222222222222,0.0.0.0,t11,1
76365,33333333333333333333,85.85.85.85,t11,1
76553,44444444444444444444,170.170.170.170,t11,1
76583,55555555555555555555,0.0.0.0,t11,1
76676,66666666666666666666,85.85.85.85,t11,1
76798,77777777777777777777,170.170.170.170,t11,1
76935,2428439425226051527748104975910956357014308562014452069385688037341359929438,104.248.81.165,t1,0
76970,99999999999999999999,85.85.85.85,t11,1
77018,00000000000000000000,170.170.170.170,t11,1
77025,11111111111111111111,0.0.0.0,t11,1
77028,22222222222222222222,85.85.85.85,t11,1
77158,33333333333333333333,170.170.170.170,t11,1
77484,44444444444444444444,0.0.0.0,t11,1
77526,55555555555555555555,85.85.85.85,t11,1
77585,66666666666666666666,170.170.170.170,t11,1
77714,77777777777777777777,0.0.0.0,t11,1
77821,88888888888888888888,85.85.85.85,t11,1
77851,99999999999999999999,170.170.170.170,t11,1
77963,00000000000000000000,0.0.0.0,t11,1
77999,11111111111111111111,85.85.85.85,t11,1
78043,22222222222222222222,170.170.170.170,t11,1
78121,33333333333333333333,0.0.0.0,t11,1
78252,44444444444444444444,85.85.85.85,t11,1
78269,55555555555555555555,170.170.170.170,t11,1
78271,66666666666666666666,0.0.0.0,t11,1
78370,77777777777777777777,85.85.85.85,t11,1
78372,88888888888888888888,170.170.170.170,t11,1
78377,99999999999999999999,0.0.0.0,t11,1
78403,00000000000000000000,85.85.85.85,t11,1
78474,34608072214003181233341899432890186009233459218285379587230864597659434980705,51.79.176.223,t17,0
78509,22222222222222222222,0.0.0.0,t11,1
78515,33333333333333333333,85.85.85.85,t11,1
78543,79596135357497837885301254396141855082920957843829470010543936622018617335630,188.40.83.237,t1,0
78873,55555555555555555555,0.0.0.0,t11,1
79092,15925024424108122884882830571660400617560168109795386385720458296673420512698,66.85.133.160,t2,0
79096,77777777777777777777,170.170.170.170,t11,1
79153,88888888888888888888,0.0.0.0,t11,1
79197,99999999999999999999,85.85.85.85,t11,1
79217,00000000000000000000,170.170.170.170,t11,1
79257,11111111111111111111,0.0.0.0,t11,1
79336,56391618284046562794677292329556388077921901019985256214951101404168954410352,136.49.38.198,t3,0
79689,33333333333333333333,170.170.170.170,t11,1
79738,44444444444444444444,0.0.0.0,t11,1
79790,55555555555555555555,85.85.85.85,t11,1
79821,66666666666666666666,170.170.170.170,t11,1
79897,77777777777777777777,0.0.0.0,t11,1
80030,88888888888888888888,85.85.85.85,t11,1
80146,99999999999999999999,170.170.170.170,t11,1
80208,00000000000000000000,0.0.0.0,t11,1
80212,11111111111111111111,85.85.85.85,t11,1
80467,22222222222222222222,170.170.170.170,t11,1
80519,33333333333333333333,0.0.0.0,t11,1
80569,44444444444444444444,85.85.85.85,t11,1
80569,55555555555555555555,170.170.170.170,t11,1
80584,66666666666666666666,0.0.0.0,t11,1
80712,14760507927324499222520430789977922691154979368342439798598027369676240684014,147.135.76.217,t2,0
80787,88888888888888888888,170.170.170.170,t11,1
80919,99999999999999999999,0.0.0.0,t11,1
80935,00000000000000000000,85.85.85.85,t11,1
80975,11111111111111111111,170.170.170.170,t11,1
81158,22222222222222222222,0.0.0.0,t11,1
81330,33333333333333333333,85.85.85.85,t11,1
81359,44444444444444444444,170.170.170.170,t11,1
81361,55555555555555555555,0.0.0.0,t11,1
81433,67680343025298484983318271270144890990036397695373810904307057378975540937184,176.9.32.51,t1,0
81525,77777777777777777777,170.170.170.170,t11,1
81618,21005739315255304601493443037507781338365192774424865641641106200731148964140,193.26.159.248,t1,0
81680,99999999999999999999,85.85.85.85,t11,1
81698,00000000000000000000,170.170.170.170,t11,1
81707,11111111111111111111,0.0.0.0,t11,1
81969,22222222222222222222,85.85.85.85,t11,1
82060,33333333333333333333,170.170.170.170,t11,1
82157,44444444444444444444,0.0.0.0,t11,1
82218,55555555555555555555,85.85.85.85,t11,1
82235,66666666666666666666,170.170.170.170,t11,1
82327,77777777777777777777,0.0.0.0,t11,1
82356,88888888888888888888,85.85.85.85,t11,1
82520,99999999999999999999,170.170.170.170,t11,1
82652,00000000000000000000,0.0.0.0,t11,1
82654,11111111111111111111,85.85.85.85,t11,1
82769,4806888123472519606431799540813058903187668454016435186273321150030492083318,81.141.205.127,t6,0
82806,94369074702090487094584127576281088726767201355313496125110572560412521628323,94.130.238.11,t8,0
82900,3074373926146510229691129716317741824666469437806458410451183436645001235935,185.243.216.35,t1,0
82924,55555555555555555555,170.170.170.170,t11,1
82940,66666666666666666666,0.0.0.0,t11,1
82967,77777777777777777777,85.85.85.85,t11,1
83011,88888888888888888888,170.170.170.170,t11,1
83144,99999999999999999999,0.0.0.0,t11,1
83196,00000000000000000000,85.85.85.85,t11,1
83227,11111111111111111111,170.170.170.170,t11,1
83246,30615354344281702234333038071113676212392681634325417680375153327546079529942,135.181.49.195,t1,0
83295,33333333333333333333,85.85.85.85,t11,1
83332,44444444444444444444,170.170.170.170,t11,1
83563,55555555555555555555,0.0.0.0,t11,1
83643,66666666666666666666,85.85.85.85,t11,1
83745,34307172153596845020534951634393466304213241109971059736533320179649245664013,66.42.127.67,t12,0
84022,88888888888888888888,0.0.0.0,t11,1
84106,99999999999999999999,85.85.85.85,t11,1
84137,00000000000000000000,170.170.170.170,t11,1
84253,11111111111111111111,0.0.0.0,t11,1
84314,22222222222222222222,85.85.85.85,t11,1
84442,33333333333333333333,170.170.170.170,t11,1
84493,44444444444444444444,0.0.0.0,t11,1
84562,55555555555555555555,85.85.85.85,t11,1
84564,66666666666666666666,170.170.170.170,t11,1
84699,77777777777777777777,0.0.0.0,t11,1
84702,88888888888888888888,85.85.85.85,t11,1
84816,99999999999999999999,170.170.170.170,t11,1
84904,00000000000000000000,0.0.0.0,t11,1
85053,11111111111111111111,85.85.85.85,t11,1
85087,22222222222222222222,170.170.170.170,t11,1
85203,33333333333333333333,0.0.0.0,t11,1
85226,44444444444444444444,85.85.85.85,t11,1
85227,33760032908731775715069278757461166073564410219536530612774253490456357931520,18.204.40.75,t1,0
85302,66666666666666666666,0.0.0.0,t11,1
85643,78628488237294917547001862105854114354546896281493145617996559025154661091273,172.106.112.182,t1,0
85686,88888888888888888888,170.170.170.170,t11,1
85709,99999999999999999999,0.0.0.0,t11,1
85792,00000000000000000000,85.85.85.85,t11,1
85832,11111111111111111111,170.170.170.170,t11,1
86178,22222222222222222222,0.0.0.0,t11,1
86437,33333333333333333333,85.85.85.85,t11,1
86525,44444444444444444444,170.170.170.170,t11,1
86652,55555555555555555555,0.0.0.0,t11,1
86767,66666666666666666666,85.85.85.85,t11,1
86810,77777777777777777777,170.170.170.170,t11,1
87058,88888888888888888888,0.0.0.0,t11,1
87288,99999999999999999999,85.85.85.85,t11,1
87328,00000000000000000000,170.170.170.170,t11,1
87466,11111111111111111111,0.0.0.0,t11,1
87467,22222222222222222222,85.85.85.85,t11,1
87636,33333333333333333333,170.170.170.170,t11,1
87719,44444444444444444444,0.0.0.0,t11,1
88024,55555555555555555555,85.85.85.85,t11,1
88069,66666666666666666666,170.170.170.170,t11,1
88167,77777777777777777777,0.0.0.0,t11,1
88206,88888888888888888888,85.85.85.85,t11,1
88359,99999999999999999999,170.170.170.170,t11,1
88451,00000000000000000000,0.0.0.0,t11,1
88889,11111111111111111111,85.85.85.85,t11,1
88889,22222222222222222222,170.170.170.170,t11,1
88904,33333333333333333333,0.0.0.0,t11,1
88908,44444444444444444444,85.85.85.85,t11,1
88922,55555555555555555555,170.170.170.170,t11,1
89187,66666666666666666666,0.0.0.0,t11,1
89214,66575943959587464420422632664332644437519881471238351636397386594698669445609,104.209.239.73,t4,0
89484,88888888888888888888,170.170.170.170,t11,1
89777,99999999999999999999,0.0.0.0,t11,1
